,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
NPR1.1,5.95811917544621e-16,-0.320017375421334,0.14,0.201,8.5230894804758e-12,lymphatic,NPR1
MAPK12,6.04810839177616e-16,-0.304176545247866,0.082,0.145,8.65181905443579e-12,lymphatic,MAPK12
ODC1.1,6.42300569222659e-16,0.285776960319296,0.412,0.305,9.18810964273014e-12,lymphatic,ODC1
CITED2,8.79674684398859e-16,0.272822703124464,0.488,0.362,1.25837463603257e-11,lymphatic,CITED2
CCDC85C,9.63495143159252e-16,-0.306093890380956,0.052,0.126,1.37827980228931e-11,lymphatic,CCDC85C
C16orf74.2,1.01229684738316e-15,-0.287895263200506,0.038,0.105,1.44809064018162e-11,lymphatic,C16orf74
BAALC.1,1.04444175984055e-15,0.270908965220721,0.145,0.068,1.49407393745191e-11,lymphatic,BAALC
P4HTM.1,1.0782582859011e-15,-0.312084650387171,0.031,0.108,1.54244847798153e-11,lymphatic,P4HTM
HAUS4,2.27620580742891e-15,-0.360399778683141,0.117,0.214,3.25611240752705e-11,lymphatic,HAUS4
GSDMD,2.35027949547196e-15,0.260708651300602,0.601,0.464,3.36207481827264e-11,lymphatic,GSDMD
HGSNAT,2.36186440789062e-15,-0.258955880059756,0.197,0.256,3.37864703548753e-11,lymphatic,HGSNAT
CHMP1B.2,2.46470359672357e-15,0.256573127831216,0.487,0.362,3.52575849511307e-11,lymphatic,CHMP1B
C8orf33.1,2.77572234929747e-15,-0.30132849872109,0.123,0.191,3.97067082067003e-11,lymphatic,C8orf33
LAMP3.3,2.89805462851754e-15,0.260829576808401,0.272,0.165,4.14566714609435e-11,lymphatic,LAMP3
RYBP,3.60028285810715e-15,-0.299743321845532,0.173,0.229,5.15020462852228e-11,lymphatic,RYBP
MLLT6,4.0471425880774e-15,-0.33125996512876,0.148,0.227,5.78943747224472e-11,lymphatic,MLLT6
ZMIZ1,5.86436480859849e-15,-0.250902736538892,0.267,0.318,8.38897385870014e-11,lymphatic,ZMIZ1
CDKN3.3,6.5885467635791e-15,-0.348428592205147,0.07,0.14,9.42491614529990e-11,lymphatic,CDKN3
HOXB4,6.75528317992256e-15,-0.319659193454916,0.13,0.207,9.66343258887923e-11,lymphatic,HOXB4
PCYT1A,6.83496619952426e-15,-0.258413300088379,0.139,0.187,9.77741914841945e-11,lymphatic,PCYT1A
DUSP7,7.04386341746957e-15,-0.283724643323302,0.043,0.103,1.00762466186902e-10,lymphatic,DUSP7
HES1,7.80502049747623e-15,0.316143778560845,0.677,0.566,1.11650818216397e-10,lymphatic,HES1
GIPC3,7.88235589606773e-15,-0.251307526812458,0.062,0.112,1.12757101093249e-10,lymphatic,GIPC3
GPR68,8.72104695936311e-15,-0.291803357339493,0.035,0.109,1.24754576753689e-10,lymphatic,GPR68
ZNF160,8.97122655361216e-15,-0.275660498087806,0.117,0.162,1.28333395849422e-10,lymphatic,ZNF160
PIK3C2B.1,1.01622060247786e-14,-0.300255571823901,0.136,0.193,1.45370357184458e-10,lymphatic,PIK3C2B
DDI2.3,1.20919780425738e-14,-0.286254122474593,0.137,0.196,1.72975745899018e-10,lymphatic,DDI2
DGAT1,1.67922228880818e-14,-0.330249600313676,0.082,0.16,2.4021274841401e-10,lymphatic,DGAT1
RASSF3,1.70658778939026e-14,-0.31536914994748,0.07,0.139,2.44127383272276e-10,lymphatic,RASSF3
CDH13.3,1.91360733670557e-14,-0.2557092795433,0.316,0.376,2.73741529515731e-10,lymphatic,CDH13
CEP112,1.9319285667512e-14,-0.265303782630902,0.191,0.245,2.76362381473759e-10,lymphatic,CEP112
SMURF2,2.0344928186877e-14,-0.257339318645824,0.132,0.176,2.91034197713275e-10,lymphatic,SMURF2
KIF13A,2.25042172445433e-14,-0.314691265343019,0.078,0.149,3.21922827683192e-10,lymphatic,KIF13A
ALKBH5,2.55488081750292e-14,-0.276447501354743,0.101,0.167,3.65475700943793e-10,lymphatic,ALKBH5
COL6A1.3,2.62336322074571e-14,-0.315306116977037,0.166,0.26,3.75272108727674e-10,lymphatic,COL6A1
ROM1,2.76530995585655e-14,-0.299125463882352,0.046,0.117,3.9557758918528e-10,lymphatic,ROM1
TWSG1,3.12287083493472e-14,-0.255448594133764,0.152,0.207,4.46726672937412e-10,lymphatic,TWSG1
PLEKHM2,3.48533177401961e-14,-0.273607789477035,0.087,0.145,4.98576710273505e-10,lymphatic,PLEKHM2
TNKS1BP1,4.31846210603138e-14,-0.268671967646896,0.19,0.255,6.17756004267788e-10,lymphatic,TNKS1BP1
HECA,4.79471338277668e-14,-0.287492768019804,0.104,0.164,6.85883749406205e-10,lymphatic,HECA
TJP2,8.50221627211882e-14,-0.270626398437468,0.181,0.237,1.2162420377266e-09,lymphatic,TJP2
ETV3,8.5334924803809e-14,-0.260473940577306,0.117,0.161,1.22071609931849e-09,lymphatic,ETV3
TACC2,1.25122851874228e-13,-0.295285076096791,0.059,0.127,1.78988239606083e-09,lymphatic,TACC2
CACNA2D1,1.29599770527659e-13,-0.291186796361102,0.047,0.118,1.85392471739816e-09,lymphatic,CACNA2D1
FNDC4.2,1.43090407560639e-13,-0.268183999925078,0.067,0.126,2.04690828015494e-09,lymphatic,FNDC4
AKAP17A,1.63670313618784e-13,-0.264074059512705,0.158,0.196,2.34130383631671e-09,lymphatic,AKAP17A
ERO1A,1.84341867743674e-13,-0.292573776722405,0.151,0.216,2.63701041807325e-09,lymphatic,ERO1A
FGD6.2,2.31322241621926e-13,-0.286850017603003,0.155,0.212,3.30906466640165e-09,lymphatic,FGD6
SEMA4A,2.42207953729174e-13,-0.291719556998244,0.083,0.127,3.46478477809583e-09,lymphatic,SEMA4A
RASSF2.1,2.45307879772881e-13,-0.25956308157973,0.048,0.106,3.50912922015107e-09,lymphatic,RASSF2
CA5B,2.64025067013143e-13,-0.260849144978408,0.128,0.188,3.77687858362301e-09,lymphatic,CA5B
HOTAIRM1,6.82135001898406e-13,-0.250043594431653,0.264,0.291,9.7579412021567e-09,lymphatic,HOTAIRM1
MINK1,8.3637426700329e-13,-0.251820540612418,0.19,0.238,1.19643338894821e-08,lymphatic,MINK1
PPP2R5A.2,9.37811430412051e-13,-0.300131677676389,0.173,0.233,1.34153925120444e-08,lymphatic,PPP2R5A
SCML1,1.10824123983478e-12,-0.259410632165816,0.199,0.245,1.58533909358365e-08,lymphatic,SCML1
RNF125.1,1.74063121698052e-12,-0.321796084183805,0.115,0.189,2.48997295589064e-08,lymphatic,RNF125
PLEKHG2,2.8152037008037e-12,-0.271342456673973,0.13,0.185,4.02714889399969e-08,lymphatic,PLEKHG2
EGR3.2,3.03611804748644e-12,-0.32600818196195,0.146,0.203,4.34316686692935e-08,lymphatic,EGR3
TAF1C,3.48639223275098e-12,-0.258221940547166,0.087,0.135,4.98728408895028e-08,lymphatic,TAF1C
GBP3,4.22118295979721e-12,-0.255333936943044,0.096,0.145,6.0384022239899e-08,lymphatic,GBP3
NACC2,4.3923131854107e-12,-0.300980382584489,0.066,0.137,6.28320401173001e-08,lymphatic,NACC2
TNFRSF12A,5.59147891307628e-12,0.266806388611238,0.308,0.208,7.99861058515562e-08,lymphatic,TNFRSF12A
TRIM25,6.05152909917543e-12,-0.310491483612396,0.1,0.158,8.65671237637045e-08,lymphatic,TRIM25
KLF11,6.63217420470694e-12,-0.29765924242433,0.203,0.27,9.48732519983328e-08,lymphatic,KLF11
FUT8.1,6.91609718001392e-12,-0.267940521369359,0.044,0.103,9.89347701600991e-08,lymphatic,FUT8
CCDC14,8.41807399864327e-12,-0.259708823822171,0.081,0.131,1.20420548550592e-07,lymphatic,CCDC14
MYO15B,8.73604849687628e-12,-0.297555813152292,0.102,0.171,1.24969173747815e-07,lymphatic,MYO15B
SLCO3A1,9.80584821349698e-12,-0.28298585114927,0.045,0.11,1.40272658694074e-07,lymphatic,SLCO3A1
SLC26A2,1.89740854824879e-11,-0.252098719970742,0.098,0.142,2.71424292826989e-07,lymphatic,SLC26A2
C16orf72,1.90393848677218e-11,-0.263793596526745,0.193,0.251,2.7235840053276e-07,lymphatic,C16orf72
PACS2,2.32325534873958e-11,-0.250468100432282,0.102,0.156,3.32341677637197e-07,lymphatic,PACS2
AHNAK2.2,3.71360655245234e-11,-0.295259804194239,0.036,0.1,5.31231417328307e-07,lymphatic,AHNAK2
SRPX.3,3.95871148265613e-11,0.30115086432823,0.176,0.109,5.6629367759396e-07,lymphatic,SRPX
GABBR1,4.24510081957152e-11,-0.269843577922797,0.081,0.13,6.07261672239706e-07,lymphatic,GABBR1
IGFBP6,5.15025407682464e-11,-0.264158496671932,0.041,0.102,7.36743845689765e-07,lymphatic,IGFBP6
ARHGEF28,5.56961059586112e-11,-0.284377160310917,0.076,0.145,7.96732795737933e-07,lymphatic,ARHGEF28
ACBD3,1.30533270505799e-10,-0.255864186992623,0.148,0.201,1.86727843458546e-06,lymphatic,ACBD3
C11orf1.1,1.4439001145174e-10,-0.253986295844272,0.079,0.141,2.06549911381714e-06,lymphatic,C11orf1
TACSTD2.3,6.8496441027901e-10,-0.318408229609814,0.094,0.155,9.79841588904123e-06,lymphatic,TACSTD2
ADRB2.2,3.31719415004112e-09,-0.343537387772613,0.091,0.152,4.74524623163382e-05,lymphatic,ADRB2
ANKRD29.2,3.88732131047724e-09,-0.289559819248958,0.059,0.117,5.56081313463768e-05,lymphatic,ANKRD29
DLL1.1,1.35222345851441e-08,-0.278176624860892,0.078,0.134,0.000193435565740486,lymphatic,DLL1
MKI67,5.38531553966959e-322,1.89174066516665,0.656,0.006,7.70369387949734e-318,other,MKI67
TYMS,1.47680758226066e-306,2.16773814307367,0.79,0.043,2.11257324642388e-302,other,TYMS
CENPF,2.00460545253806e-297,2.13127789228697,0.734,0.027,2.8675880998557e-293,other,CENPF
TK1,1.01575488585754e-285,1.90821213601278,0.778,0.037,1.45303736421921e-281,other,TK1
BIRC5,4.26239226120411e-282,1.71489225883575,0.638,0.01,6.09735212965248e-278,other,BIRC5
UBE2C,2.39144596300547e-274,1.86742797810108,0.593,0.007,3.42096345007932e-270,other,UBE2C
TPX2,2.40849513233085e-269,1.62208273613098,0.56,0.005,3.44535228679929e-265,other,TPX2
PTTG1.1,1.14988445848054e-263,2.09946634958083,0.757,0.061,1.64490971785641e-259,other,PTTG1
NUSAP1,8.81738053954765e-247,1.70620933975839,0.593,0.014,1.26132628618229e-242,other,NUSAP1
PRC1,2.01016308183151e-235,1.62193310376998,0.623,0.019,2.87553828855998e-231,other,PRC1
CDC20,8.32416678899379e-234,1.59674888289823,0.557,0.01,1.19077205916556e-229,other,CDC20
TOP2A,1.94984880064407e-229,1.65265304779904,0.536,0.009,2.78925870932134e-225,other,TOP2A
KIF20A,1.54751230342175e-224,1.35271732696724,0.464,0.003,2.21371635004481e-220,other,KIF20A
GTSE1,1.24744946052731e-221,1.29331621697202,0.476,0.004,1.78447645328432e-217,other,GTSE1
RRM2,1.89479562363081e-208,1.61953039332079,0.482,0.007,2.71050513960387e-204,other,RRM2
ASPM,2.4308636792583e-208,1.41182027544377,0.425,0.003,3.47735049317899e-204,other,ASPM
CEP55,1.5939050389124e-206,1.17028129652197,0.422,0.002,2.28008115816419e-202,other,CEP55
GGH.2,7.85398840452558e-203,1.66067111168554,0.793,0.102,1.12351304126738e-198,other,GGH
DLGAP5,1.85555802654051e-201,1.3027359327934,0.44,0.004,2.6543757569662e-197,other,DLGAP5
CCNB2,7.60042923685887e-201,1.3870984889387,0.485,0.009,1.08724140233266e-196,other,CCNB2
HMGN2.1,7.35895743523388e-198,1.13182452219424,0.988,0.671,1.05269886111021e-193,other,HMGN2
DIAPH3,1.48937717147722e-195,1.1537225406294,0.428,0.004,2.13055404379816e-191,other,DIAPH3
FOXM1,1.42524653661749e-190,1.26993081565298,0.494,0.012,2.03881517063131e-186,other,FOXM1
PBK,2.56329197535311e-187,1.07348364314299,0.386,0.002,3.66678917074262e-183,other,PBK
TROAP,6.2063535186027e-187,1.11849532134638,0.416,0.004,8.87818870836116e-183,other,TROAP
CCNB1,2.55531533997648e-184,1.50862885241119,0.512,0.018,3.65537859383636e-180,other,CCNB1
CCNA2,1.10476724376319e-182,1.22854516258131,0.404,0.004,1.58036954220325e-178,other,CCNA2
NUF2,1.51894963811084e-182,1.11807531930126,0.398,0.003,2.17285745731756e-178,other,NUF2
CENPW,1.40646449528527e-180,1.46478186307873,0.647,0.051,2.01194746050559e-176,other,CENPW
STMN1.4,3.63495200033544e-180,1.19669047349265,0.988,0.561,5.19979883647985e-176,other,STMN1
HMMR,3.75988467971981e-177,1.19442340154956,0.386,0.003,5.3785150343392e-173,other,HMMR
MAD2L1,5.52132128889087e-176,1.2588481314841,0.491,0.015,7.89825010375839e-172,other,MAD2L1
ANLN,2.50446190958347e-174,1.17359471028046,0.401,0.005,3.58263276165916e-170,other,ANLN
CENPM,6.19989896558441e-174,1.11351395841802,0.419,0.006,8.86895547026849e-170,other,CENPM
ZWINT,3.02558140532429e-172,1.30790591556889,0.527,0.023,4.3280942003164e-168,other,ZWINT
PKMYT1,2.19730382496147e-160,1.03765519423071,0.356,0.003,3.14324312160739e-156,other,PKMYT1
CENPE,1.49243695453736e-156,1.26645869016544,0.425,0.012,2.13493106346569e-152,other,CENPE
AURKB,2.0434219756867e-155,0.993415223482281,0.326,0.002,2.92311513621982e-151,other,AURKB
PHF19,8.63751687632703e-155,1.38831922664957,0.608,0.055,1.23559678915858e-150,other,PHF19
ASF1B,4.69113074055788e-152,1.01727722413287,0.38,0.007,6.71066252436805e-148,other,ASF1B
SMC4.1,7.61933411353988e-152,1.47788926773773,0.811,0.185,1.08994574494188e-147,other,SMC4
MYBL2,9.36050232004766e-150,0.972418051279968,0.347,0.004,1.33901985688282e-145,other,MYBL2
CKS1B.1,2.5850738864409e-148,1.47774947865171,0.743,0.132,3.69794819455371e-144,other,CKS1B
RAD51AP1,1.4647334034366e-147,1.01822556039605,0.395,0.01,2.09530113361605e-143,other,RAD51AP1
CENPU,2.94049804867106e-145,1.12656430439537,0.41,0.012,4.20638245862396e-141,other,CENPU
DHFR,8.49118415319811e-145,1.3386020847842,0.533,0.04,1.21466389311499e-140,other,DHFR
KIFC1,9.93333245627885e-144,0.970672969858736,0.323,0.003,1.42096320787069e-139,other,KIFC1
SHCBP1,1.10741540700178e-141,0.856382071618655,0.329,0.004,1.58415773971605e-137,other,SHCBP1
CENPK,2.52302331978361e-141,1.19169318551375,0.503,0.032,3.60918485895046e-137,other,CENPK
BUB1,3.02825298430322e-141,0.838252165599872,0.284,0.001,4.33191589404575e-137,other,BUB1
CLSPN,2.39775279185539e-139,1.15756495903707,0.398,0.012,3.42998536874914e-135,other,CLSPN
CDCA8,1.00386419480733e-133,0.908630981430191,0.311,0.004,1.43602773067188e-129,other,CDCA8
CKAP2L,5.42696537771326e-131,0.792092256348611,0.263,0.001,7.76327397281881e-127,other,CKAP2L
PLK1,2.87500483009268e-130,1.04311777483343,0.317,0.005,4.11269440944758e-126,other,PLK1
UBE2T,2.19265044131621e-128,1.2452622485663,0.488,0.04,3.13658645630283e-124,other,UBE2T
UHRF1,2.77241047423644e-124,1.05538942770339,0.365,0.012,3.96593318339522e-120,other,UHRF1
NCAPH,2.36151020137089e-123,0.855046995318116,0.311,0.005,3.37814034306106e-119,other,NCAPH
TACC3,1.38784346832871e-122,1.07831154483899,0.449,0.029,1.98531008144422e-118,other,TACC3
SPC24,3.00982342053486e-122,0.794576779844725,0.278,0.003,4.30555240307511e-118,other,SPC24
TUBA1B.1,1.61255827525479e-121,0.639551689559278,0.994,0.887,2.30676461275198e-117,other,TUBA1B
KIF20B,3.03948907302189e-121,1.14105490502866,0.422,0.024,4.34798911895781e-117,other,KIF20B
CDK1,3.90308880657379e-121,1.31882762511441,0.452,0.035,5.5833685378038e-117,other,CDK1
CENPA,1.66353283200136e-120,0.763724194334284,0.269,0.003,2.37968371617794e-116,other,CENPA
NCAPG,3.99214991072429e-120,0.895331911922543,0.332,0.008,5.7107704472911e-116,other,NCAPG
HMGB2.2,4.7278540761173e-119,1.34590376245965,0.811,0.278,6.7631952558858e-115,other,HMGB2
CENPN,1.15806861447173e-118,1.11859416209041,0.503,0.046,1.65661715300181e-114,other,CENPN
KIF23,7.94178409223783e-118,0.833730341225269,0.266,0.002,1.13607221439462e-113,other,KIF23
HLA-E.2,3.94655281593229e-117,-0.499953268450704,0.973,0.988,5.64554380319115e-113,other,HLA-E
ARHGAP11A,1.30076691067987e-115,0.801828964033489,0.272,0.003,1.86074706572756e-111,other,ARHGAP11A
DTYMK.1,1.88570485875375e-115,1.25163680645946,0.754,0.186,2.69750080044724e-111,other,DTYMK
DEPDC1,1.21474017576957e-114,0.749433644784334,0.246,0.001,1.73768582143837e-110,other,DEPDC1
ESCO2,3.09904517078873e-114,0.674215861898848,0.243,0.001,4.43318411681328e-110,other,ESCO2
CDKN3.4,4.14577350061095e-113,1.31883608970012,0.665,0.121,5.93052899262396e-109,other,CDKN3
SPC25,9.35588070401862e-113,0.692903216269743,0.237,0.001,1.33835873470986e-108,other,SPC25
CDCA5,3.88367120326288e-112,0.771501898918323,0.305,0.008,5.55559165626755e-108,other,CDCA5
EEF1A1.1,7.95655378706899e-112,-0.315066187056396,1,1,1.13818501924022e-107,other,EEF1A1
SKA3,6.38807081738569e-110,0.63308381286156,0.243,0.002,9.13813530427023e-106,other,SKA3
CDCA3,1.13519492672676e-109,0.892351317348612,0.278,0.005,1.62389634268263e-105,other,CDCA3
NUCKS1,1.36195186740846e-109,0.81204547620862,0.988,0.696,1.94827214632781e-105,other,NUCKS1
TRIP13,1.47081426469142e-108,0.767666718724397,0.287,0.006,2.10399980564107e-104,other,TRIP13
IQGAP3,6.46822706979932e-108,0.682208696872011,0.228,0.001,9.25279882334793e-104,other,IQGAP3
KIF4A,7.29891043943503e-108,0.931929703693793,0.335,0.013,1.04410913836118e-103,other,KIF4A
CDC45,1.56196666333752e-107,0.857731606846222,0.302,0.008,2.23439331190432e-103,other,CDC45
LGALS1.4,1.65671961771358e-107,0.914236146612507,0.997,0.699,2.36993741313928e-103,other,LGALS1
ACKR1.4,4.15782452058106e-104,-0.875137751170104,0.578,0.6,5.9477679766912e-100,other,ACKR1
MELK,7.31739849218846e-104,0.651205153456391,0.246,0.003,1.04675385430756e-99,other,MELK
CKAP2,2.87830488740336e-103,1.1524121354659,0.491,0.057,4.1174151414305e-99,other,CKAP2
GINS2,1.84441851975989e-102,0.846775825633529,0.299,0.009,2.63844069251652e-98,other,GINS2
ITM2B.1,7.52193238127888e-101,-0.422276862576632,0.994,0.994,1.07601242714194e-96,other,ITM2B
PRR11,1.94394998871481e-97,0.853503226035255,0.302,0.011,2.78082045885654e-93,other,PRR11
KIF11,3.75261835455544e-97,0.640314903306119,0.228,0.003,5.36812055619155e-93,other,KIF11
RAD51,4.68441913583634e-97,0.711577305587921,0.254,0.005,6.70106157381388e-93,other,RAD51
TCF19,1.15223622823158e-96,0.92957566552487,0.359,0.022,1.64827392448528e-92,other,TCF19
HMGB3.1,3.16035474371591e-96,1.22934153043332,0.656,0.163,4.52088746088561e-92,other,HMGB3
SKA2.1,1.90806856898024e-93,1.11895695703215,0.677,0.163,2.72949208792624e-89,other,SKA2
CENPH,1.04521594691145e-92,0.85147847182597,0.398,0.037,1.49518141205683e-88,other,CENPH
MND1,2.10766001964388e-92,0.644031100799286,0.222,0.003,3.01500765810058e-88,other,MND1
LMNB1.1,5.22398115363425e-92,1.07369584159581,0.587,0.11,7.47290504027379e-88,other,LMNB1
RACGAP1,6.07022843590719e-92,0.752059816176292,0.281,0.011,8.68346177756523e-88,other,RACGAP1
HMGB1,2.02032608037515e-91,0.369801196424386,1,0.957,2.89007645797666e-87,other,HMGB1
ORC6,6.61441345126543e-91,0.687031675239399,0.266,0.008,9.4619184420352e-87,other,ORC6
FANCI,1.17680923016113e-89,0.804891570632343,0.332,0.02,1.68342560374549e-85,other,FANCI
SPAG5,1.41895464963436e-88,0.795205543423809,0.284,0.011,2.02981462630195e-84,other,SPAG5
E2F1,7.63818915439906e-88,0.692081457900004,0.246,0.006,1.09264295853679e-83,other,E2F1
NDC80,9.76255288103974e-88,0.752023372892499,0.269,0.009,1.39653318963274e-83,other,NDC80
CIT,1.23453496879212e-87,0.87493873916161,0.362,0.029,1.76600227285712e-83,other,CIT
KIF15,4.02117356955133e-87,0.517002353682785,0.189,0.001,5.75228879124318e-83,other,KIF15
BUB1B,2.01833658895052e-86,0.599036160303124,0.195,0.002,2.88723049049372e-82,other,BUB1B
NCAPG2,4.25732230415957e-86,0.833911234213054,0.326,0.021,6.09009955610027e-82,other,NCAPG2
HJURP,7.42966860300843e-85,0.567277006336064,0.183,0.001,1.06281409366036e-80,other,HJURP
HLA-DRA.4,1.86939071614796e-84,-1.30581422806611,0.437,0.708,2.67416341944965e-80,other,HLA-DRA
ZFP36.3,4.72036489162152e-84,-0.652028183644624,0.907,0.95,6.75248197746459e-80,other,ZFP36
JUNB.2,7.71738404016257e-84,-0.552078468363524,0.955,0.976,1.10397178694525e-79,other,JUNB
APOBEC3B,8.03106790319684e-81,0.498414608077389,0.177,0.001,1.14884426355231e-76,other,APOBEC3B
SMC2,1.78089036932839e-80,1.08648369816436,0.581,0.129,2.54756367332427e-76,other,SMC2
TTK,2.93442600318782e-80,0.581862363223224,0.186,0.002,4.19769639756017e-76,other,TTK
KIF14,2.95212764352726e-80,0.648780209577717,0.216,0.004,4.22301859406575e-76,other,KIF14
KIF2C,5.73326313776755e-80,0.572167701645233,0.189,0.002,8.20143291857648e-76,other,KIF2C
LMNB2,2.37002534571409e-79,1.03510941342913,0.527,0.101,3.390321257044e-75,other,LMNB2
NUDT1,1.13310452508151e-78,0.881645671022434,0.434,0.061,1.62090602312909e-74,other,NUDT1
TMEM106C,1.45740337249081e-78,1.09348471755058,0.473,0.081,2.0848155243481e-74,other,TMEM106C
CCDC34,2.44863929595948e-77,0.851423929580994,0.38,0.042,3.50277851287003e-73,other,CCDC34
RPL10.1,1.01481177499276e-76,-0.315252066272323,1,0.999,1.45168824412715e-72,other,RPL10
CDC6,1.24053337483267e-76,0.680701149688788,0.222,0.006,1.77458299269813e-72,other,CDC6
CD74.3,2.90836126850413e-76,-0.867067111428546,0.817,0.905,4.16041079459516e-72,other,CD74
HELLS,3.81913058193889e-76,0.994587939277888,0.371,0.041,5.46326629746359e-72,other,HELLS
CDCA2,1.22412016623375e-75,0.585746094023908,0.189,0.003,1.75110389779738e-71,other,CDCA2
BRCA2,1.51600466516859e-75,0.747443449154906,0.29,0.02,2.16864467352367e-71,other,BRCA2
HLA-DRB1.3,2.88415535238925e-75,-0.933618593134239,0.695,0.818,4.12578423159283e-71,other,HLA-DRB1
KIF22.1,1.1102465207444e-74,0.923700617870257,0.545,0.122,1.58820764792486e-70,other,KIF22
RPL34.2,1.27606479547752e-74,-0.390330384982225,0.997,0.995,1.82541068993059e-70,other,RPL34
CDT1,1.64776123707345e-74,0.682418758786919,0.243,0.01,2.35712244963358e-70,other,CDT1
CDKN1A.3,1.7379264934002e-74,-0.896310286674513,0.695,0.811,2.48610384880899e-70,other,CDKN1A
NEK2,1.86975484707049e-74,0.507685930868581,0.165,0.001,2.67468430873433e-70,other,NEK2
DDX5,3.33228936859481e-74,-0.424929768367451,0.958,0.961,4.76683994177487e-70,other,DDX5
NCAPD2,3.8648473025388e-74,0.896770980477814,0.38,0.045,5.52866406628175e-70,other,NCAPD2
DNAJC9,6.31372507061503e-74,0.938416885210929,0.548,0.122,9.03178371351479e-70,other,DNAJC9
BRCA1,1.06360476673567e-73,0.719617985008161,0.263,0.015,1.52148661881537e-69,other,BRCA1
RPL11.1,2.75984835076388e-73,-0.319191685741437,1,0.997,3.94796306576773e-69,other,RPL11
MCM10,4.51864123813079e-71,0.509615631440818,0.177,0.003,6.4639162911461e-67,other,MCM10
FTL,4.6434169032813e-71,-0.445743246938575,0.967,0.987,6.64240788014389e-67,other,FTL
RRM1,1.35738090393508e-70,0.949797244082908,0.533,0.117,1.94173338307913e-66,other,RRM1
CHAF1A,1.48847470778476e-70,0.681094689423704,0.269,0.018,2.1292630694861e-66,other,CHAF1A
SAPCD2,1.92399020109549e-70,0.491649657890774,0.162,0.002,2.7522679826671e-66,other,SAPCD2
ATAD2,3.15534303331488e-70,0.806861308972244,0.335,0.035,4.51371820915694e-66,other,ATAD2
TMPO,3.2087190301549e-70,0.990765232536556,0.626,0.175,4.59007257263659e-66,other,TMPO
MXD3.1,3.62617575468141e-70,0.750077850616612,0.249,0.013,5.18724441707176e-66,other,MXD3
CHEK1,6.51379137302209e-70,0.672772739736513,0.272,0.018,9.3179785591081e-66,other,CHEK1
KIF18B,4.61910920990559e-69,0.461224818053805,0.141,0,6.60763572476995e-65,other,KIF18B
POC1A,2.10019330002081e-68,0.553203779681755,0.24,0.014,3.00432651567977e-64,other,POC1A
FAM111B,2.20243478601837e-68,0.512288845704458,0.18,0.003,3.15058296139927e-64,other,FAM111B
PNRC1.1,2.44516817778805e-68,-0.696370391995113,0.728,0.84,3.4978130783258e-64,other,PNRC1
RPL3.1,4.46338819030479e-68,-0.298533318685488,0.991,0.988,6.384876806231e-64,other,RPL3
MCM4,6.11986721569767e-68,0.781826769831071,0.32,0.032,8.75447005205552e-64,other,MCM4
RPS27.2,2.16851545225134e-67,-0.427810618844593,0.982,0.991,3.10206135444555e-63,other,RPS27
EIF1.1,2.87002695839212e-67,-0.304477847052394,0.997,0.995,4.10557356397992e-63,other,EIF1
RPS4X.1,8.41660805508281e-67,-0.315963457082166,0.997,0.992,1.2039957822796e-62,other,RPS4X
HLA-DPA1.4,2.32379451036718e-66,-0.775215466666743,0.671,0.722,3.32418804708025e-62,other,HLA-DPA1
SKA1,2.57927791949604e-66,0.408399714202246,0.153,0.002,3.68965706383909e-62,other,SKA1
RPA3,3.03122380164258e-66,0.956669026798121,0.656,0.208,4.33616564824971e-62,other,RPA3
HLA-DPB1.4,1.18031455376908e-65,-1.02005748272484,0.485,0.664,1.68843996916667e-61,other,HLA-DPB1
ANP32E,1.43899380224437e-65,0.810184481356842,0.647,0.214,2.05848063411056e-61,other,ANP32E
MALAT1,7.69042786094394e-65,-0.319703910082102,0.985,0.996,1.10011570550803e-60,other,MALAT1
TPT1.1,7.84628101500897e-65,-0.278498758591716,1,0.998,1.12241049919703e-60,other,TPT1
GMNN,4.43990861863786e-64,0.811054054166008,0.425,0.079,6.35128927896145e-60,other,GMNN
ICAM1.4,5.41755533091206e-64,-0.700175572629391,0.746,0.781,7.7498129008697e-60,other,ICAM1
CCL14.4,1.06634602914165e-63,-1.75180391284064,0.192,0.507,1.52540799468713e-59,other,CCL14
KNSTRN,2.37451365368104e-63,0.670048642514594,0.275,0.023,3.39674178159073e-59,other,KNSTRN
SPARCL1.3,4.72849500968562e-63,-0.48818200110796,0.919,0.909,6.76411211135528e-59,other,SPARCL1
NFKBIA.2,1.047916654096e-62,-0.579921798880914,0.889,0.945,1.49904477368433e-58,other,NFKBIA
PCNA,6.77351254693083e-62,1.06272716570683,0.542,0.179,9.68950969838455e-58,other,PCNA
FEN1,1.15766955956836e-61,0.71420223505348,0.299,0.031,1.65604630496254e-57,other,FEN1
RPL30.2,2.26141051336346e-61,-0.304674007356114,0.997,0.997,3.23494773936643e-57,other,RPL30
SYNGR2.3,2.98385346127056e-61,-0.946669785433383,0.419,0.657,4.26840237634754e-57,other,SYNGR2
BCL2L12,1.10217651360048e-60,0.770618849674843,0.452,0.096,1.57666350270549e-56,other,BCL2L12
C21orf58,1.31942797283007e-60,0.554589342719097,0.183,0.006,1.88744171513342e-56,other,C21orf58
EEF2,1.48531368249567e-60,-0.330143289143798,0.955,0.941,2.12474122281006e-56,other,EEF2
